Label,Set,Text
Ham,Train,re human subject our graduate seminar linguistic asl prepare videotape deaf native signer berkeley late seventy our inform consent form specify eventually tape datum request subject assent one aspect experience bear question adult low literacy write our own form one member seminar focus legal contractual nature document write legalese text formal style distinctive law contract incorporate many obscure highly formal archaism often note therein example memory wherea party first part future herein unspecify desire exhibit tape another student keep mind low english skill many deaf write form tend short conversational statement question want show part tape linguist tell thing asl is ok please initial yes consensus group second style much preferable s perfectly possible precise without complex obscure document subject cant understand run great risk obtain consent without provide information m sure handle issue subject unable understand even simple english form whether certify interpreter explain prospective subject discuss sure subject understand while videotape whole discussion interpreter start explain were tap subject s consent tape accompany sign signature consent form mark mandel dragon system inc speech recognition nevada st newton mass usa 
Ham,Train,acquisition reflexive verb enquiry behalf ma student anyone provide reference concern acquisition reflexive verb either english french student herself bilingual publication either language useful suggestion gratefully receive sue blackwell school english university birmingham u k 
Ham,Train,syntax textbook summary week ago ask reader share experience cowper haegeman syntax textbook here s here s summary response syntax textbook clear response cowper s book bite too many one favorable evaluation respondant read text manuscript hear anyone class far response haegeman s textbook mix excerpt paraphrase comment below five generally positive evaluation better most text wellreceive student full annoy mistake misprint quite happy complaint student harder radford most student prefer haegeman radford longwind condescend plain moronic student lucid funny wellorganize relatively happy generally understandable organize criticism tend introduce theoretical concept first justification later three mostly negative evaluation tend digress choose focus unclear example e g thetacriterion implicit argument early book casemark frequently exemplify ecm verb student unconvinc ing student unanimously despise incredibly unclear poorly organize recommend against positive side wellorganize reference negative side poor argumentation datum nt support claim text mention non gb syntax useful teach student identify poor argumentation generalization seem gb practictioner tend significantly happier book vote lasnik uriagereka s course gb syntax chomsky s managua lecture thank write 
Ham,Train,re end linguist admit m leery complex argument self psychoanalysis try explain why one become linguist is possible become linguist simply re fascinate language old s account taste regard rick disclaimer inel speak vice versa rick morneau idaho national engineer laboratory mnu inel gov idaho fall idaho usa next mail accept here 
Ham,Train,query list doe anyone bitnet internet list dedicate classical greek latin thank michael sikillian annotext 
Ham,Train,list english taboo word doe anyone reasonably large list english taboo word preferably machinereadable form interest classic fourletter word thematic relative word nt polite company ethnic religious slur slang per se interest mark mandel dragon system inc speech recognition nevada st newton mass usa 
Ham,Train,chomsky citation forgive miss earlier discussion chomsky s elevate position citation index anyone work many citation linguistic work many political work ask general interest colleague mine interest extent stature academic political study comment latter direct directly 
Ham,Train,epenthesis rule epenthesis rule ever plausibly epenthesize one segment position suspicion insert c v conceivably case where epenthesize cc vv affricate vowel offglide two separate segment conceivably even epenthesis rule insert cv example plausibly mean reasonable linguist ever propose analysis oppose perhap deletion analysis even though constraint x theory y rule analysis please send response summarize net send copy reply individual interest mike maxwell phone jaars internet maxwell jaar sil org box waxhaw nc 
Ham,Train,query narrative doe anyone linguistic analysis shift between narrator character role express example one switch direct quote m case without dialogue where writer want express thought feeling perception character e writer want present perspective character while m interest character s perspective represent m even interest writer linguistic device show text move narrator s perspective character s perspective thank advance wynne jani jani purccvm 
Ham,Train,design dialect follow appear recent theater program k c ligon dialect de sign dialect mccarter s production matchmaker cat hot tin roof ve never encounter term design apply dialec t dialect coach theater is common usage among linguisti sbe glucksberg samg pucc princeton edu 
Ham,Train,politically correct summary wed sep post follow query vol rex sprouse write term politics discussion term informant unite state kind orwellian development term politically correct pejorative term base dim personal recollection sense latter term politically correct first surface english maoist literature straight face since correctness view everything else subject constant definition redefinition party recall feel worldview implicit phrase contradictory democratic ideal person accept political authority over truth possibly without ironic intent doe anyone concrete datum history politically load expression receive reply eight reproduce below apologize long delay publish mark mandel dragon system inc speech recognition nevada st newton mass usa mark dragonsy com p s document dictate dragondictate v first hear pc relevant sense one two possibly three place hartford courant york chicago sun story relate incident where job applicant interview job deny question why before affirmative action help explain matter demand relevant material inquire significance comment write bottom corner application pc conservative mean politically correct whether legal action nt best recollection story read ago myself nt whether pc deny pc pc invert current mean deny sense until clear broach matter superior nt free country steven term seem enter common anglophone canada first social democrat tease maoist stalinist pomposity correct analysis same correct analysis comrade agree socialist course totalitarian leave never joke politically correct safe company still democratic leave selfmockery politically correct fruit salad tonight californium grape term seem become pejorative over incapable comic side own ideal notice today american right term pejorative term virtually notion kind ethical motivation right deride maoism ideology classical liberal democracy society where redefinition occur party run oneparty state free open exchange idea where ethical concern pragmatic concern relevant rex sprouse whose comment prompt original question mam imagine list inundate opinion political correctness while interest linguistics community feel issue m young enough completely unaware connection term maoism tell however currently college campus certain group ironic intention nowaday politically correct anything particularly language sexist racist heterosexist lookist ageist ableist etc group fight ism tend term quite straightforwardly refer believe accept seem current situation mr sprouse mention result nearfascist enforcement tactic special interest group mangle language pc result rather historic reason benjamin moore japan electronic dictionary research institute ltd kawasakus japan ben edrr edr co jp few ago read krushchev s secret speech denounce stalin first communist party congress notice term russian translate politically correct while denounce stalin krushchev maintain belief politically correct stalin obviously nt re mark mandel s inquiry origin politically correct ric dolphin s politically correct confirm mark s belief term originate thought mao tse tung dolphin state first u s angelum davi argue oppose argument issue one correct side thenpresident national organization women organization move intellectually politically correct direction quotation seem confirm mark s view those accept political authority over quest truth term ironic intent first hear pc politically correct early wryly humorously themselve try live life modicum independence agribusiness consumption fossil fuel really sorry turn gentle humor grim tool become hand demagogue f karttunen v dear mark nt where term politically correct first enter english etymology certainly consistent experience back early politically correct term leftist poke fun those whose putatively leftist politics seem too doctrinaire later various writer commentator politician hostile leave seize term seriously word leftist us apply term themselve without irony something inside leftw joke turn weapon brandish against leave example leftist blow off steam dogmatic person organization characterize politically correct hear term nonleftist often evoke image rigid leftist multiculturalist academic type over our institution seek control our mind move afoot leave much power point politically correct ever regain ironic connotation perhap word fun political right example sometime hear call each commie pinko manner whose real intent fun prejudice anticommunist imagine politically correct one day similarly sincerely seth 
Ham,Train,summary basic order remark typology week ask reference discussion problem linguistic typology conflict ambiguous criterion decide whether particular language particular type respect feature word order clause alignment whatever one decide assign language thank follow helpful reply george huttar yehuda falk dan everett larry trask jon aske mike maxwell mark newson bill croft georgium green ingo plag randy harri andrew carstair mccarthy quite surprise small amount publish attention problem point short discussion couple page major work devote typology seminal greenberg paper comrie s language universal linguistic typology croft s typology universal hawkin word order universal suggest dori payne s pragmatic word order papers yagua payne dan everett tzotzil judith aissen prompt query read johanna nichol linguistic diversity space extremely impressive through uneasy feel cause pigeonholee language svo headmark activestative whatever since many language transparently one particular type surface wonder basis typecharacterization general answer question obvious reason neither nichol anyone else profound firsthand knowledge small handful language datum base suspect most case nichol criterion apply type language source consult many source insufficiently explicit point selfevident categorization another controversial simply wrong consider example type french vso sure case where nichol throw language sample particular feature obvious ambiguous status respect feature create problem solve both aske croft point posting language inconsistent respect particular feature too typological datum datum moreover highly relevant conclusion stability diversity over sample language misassignment several language within category division lead rather different conclusion likewise postulate different set category category specifically mix type begin sound critique nichol nt mean rather commentary shaky art typological pigeonholee underlie conclusion language prehistory much functionalist theorize increasingly generative theorize question sample size typologist strive quite reasonably correct genetic areal bias sample most heroic effort along line dryer s work confident attempt eliminate bias sample nichol conclusion influence extend halfway around globe nt present challenge purport explanation relative frequency typological feature common functionalist literature increasingly generative much result historical accident one hand contact descent rather product external functional force design ug smaller sample language where mutual influence common descent possibility likely implicational typological relation artifactual reason lot typologically possible purely chance nonexist language fritz newmeyer fjn u washington edu ps respect point alan bell show feature appear world s language language show random sample language d need sample over language before count show assume here utterly counterfactually genetic relation areal influence between language 
Ham,Train,internet accessible linguistic datasource subscriber ask us compile list linguistic resource available internet world wide web list generally available through linguist file web server ve ask compile list linguistic department program either web server information accessible through gopher ftp re happy useful resource subscriber need help us provide information file contain resource nature ftp able file contain linguistic datum place where gopher server access linguistic file exist document available through web server ve append list linguistic resource far incomplete help us s miss keep us inform anything appear pass regard anthony helen program department brown university rhode island url http www cog brown edu carnegie mellon university language linguistic url http englishserver hss cmu edu lang html georgetown university department linguistic url http www georgetown edu cball gu lx html goteborg university computational linguistic url http www cling gu se lajo kossuth university center apply linguistic url http multus art klte hu lancaster university department linguistic modern english language url http eisv lanc ac uk ohio state university columbus ohio department linguistic url http ling ohiostate edu university arizona department linguistic url http www arizona edu academic linguistics html university college london department phonetic linguistic url http www phon ucl ac uk university london birkbeck college department apply linguistic url http www bbk ac uk department apply home html university pennsylvanium linguistic department url gopher ling upenn edu university rochester york url http www ling rochester edu university sussex school cognitive compute science url http www cog susx ac uk general source linguistic information ethnologue sil searchable catalog world s language url gopher sil org gopher root a bethnologue d aboriginal study electronic data archive aseda url http coomb anu edu au specialproj aseda aseda html university edinburgh url ftp ling ed ac uk university edinburgh international computer archive modern english icame university bergen url ftp nora hd uib pub goteborg databank swedish text url http logo svenska gu se linguistic software archive university michigan url ftp linguistics archive umich edu linguistic data consortium university pennsylvanium url ftp linc ci upenn edu pub ldc university virginium electronic text center url http www lib virginium edu etext etc html summer institute linguistic sil url http www sil org general indice http www cog brown edu pointer linguistics html linguistic http www bbk ac uk department apply virtuallibrary html 
Ham,Train,survey narrative person aphasia addendum colleague addendum previous message friend mine maureen stemmelen ask subscriber complete survey clarification response query regard survey purpose survey gather datum normal order design better narrative elicitation task subject aphasia task american resident explain cultural bias survey thank participation survey attach refresh memory talk kirrie ballard maureen stemmelen maurstem merle acn nwu edu survey result survey utilize research project design examine language aphasic speaker result survey remain confidential please write name form identify information today s date birth date highest level education present most recent job male female asterisk one country residence part space below please list five s tory recall general plot major character possibly detail important storyline provide short narration reminder story picture s tory thing child s book fable fairy tale adult book movie play etc please fill blank part ii please asterisk those item able talk sufficient detail approximately ten minute asterisk apply world war ii watergate closest friend learn drive bomb japan challenger disaster vietnam apollo graduate high school fall communism eastern europe first job gulf war kennedy s assassination earliest memory school woodstock depression assassination dr martin luther king current u s president present most recent job first date d day civil rights movement cold war most memorable vacation thank participation 
Ham,Train,summary typewriter canadian raise recently ask periodically anyone speaker different vowel rider writer e canadian raise call diphthong aus vowel rider second syllable typewriter receive fair amount mostly irate comment impossible however one speaker happen linguist phonologist pronunciation happen ontario illinoi believe existence strengthen case hitherto purely hypothetical account propose joo invent nonexistent ontario dialect supposedly writer rider homophonous careful read joo show example actually cite typewriter writer thus believe must speaker writer higher vowel both rider typewriter lower one sole informant sporadic pronunciation lead birth whole myth rule order canadian english persist till example crucial rule order phonological literature glamorous eskimo snow word myth 
Ham,Train,icla call paper th international cognitive linguistic conference july july albuquerque mexico aim scope international cognitive linguistic conference offer forum research within perspective cognitive linguistics perspective subsume number concern broadly compatible theoretical approach share common basis idea language integral part cognition reflect interaction cultural psychological communicative functional consideration understand context realistic view conceptualization mental process topic interest cognitive linguistics include structural characteristic natural language categorization prototypicality metaphor mental imagery cognitive model functional principle linguistic organization iconicity naturalness conceptual interface between syntax semantics experiential pragmatic background languagein relationship between language addition topic special interest conference include crosslinguistic study cognitive linguistic approach sign language research conference site conference place campus university mexico unm albuquerque albuquerque lie between foothill sandium mountain peak foot west mesa dot cinder cone longextinct volcano divide city wind rio grande valley famous bosque nature preserve altitude roughly foot university campus enjoy warm summer day cool night excursion nearby pueblo santa fe sandium mountain plan place unm during summer linguistic society america s biennial linguistic institute under direction joan bybee li run six week late june early august include over course teach visit faculty special lecture conceptual structure li apply crosslinguistic comparison functional orientation major area linguistics language emphasis university mexico program sign language spanish native american language several conference plan precede follow icla conference submission abstract author request submit four copy onepage abstract hardcopy format address below abstract must receive before november author notify acceptance rejection february sherman wilcox icla department linguistic university mexico albuquerque nm 
Ham,Train,job slavic linguistic forward seelangs russian slavic linguist assistant professor tenuretrack contingent budgetary approval must phd hand demonstrate teach ability commitment research ability teach slavic linguistics course ma level russian level second slavic language preference those help develop curriculum deal interface between linguistics literature culture please send cv description research interest name three reference december george gutsche head department russian slavic language university arizona modern language tucson az position available begin august university arizona eeo aa ada compliance employer 
Ham,Train,russian lecturer position cornell russian lecturer position position full lecturer russian begin fall one three appointment possible renewal duties teach russian language course level elementary through advance qualifications ma slavic general apply linguistics ability teach advance grammar course language learner teach experience russian language program north american school evidence excellent rapport undergraduate student professional commitment language teach strong interest language pedagogy near native fluency russian command stylistic grammatical nuance english russian ability provide linguistic explanation both language salary minimum start salary position please send curriculum vita russian search department modern language linguistic morrill hall cornell university ithaca ny please indicate name address current telephone number three person familiar teach style teach experience contact reference complete application accept until suitable candidate select application receive after june consider cornell university affirmative action equal opportunity employer wayle browne assoc prof linguistic dept modern language linguistic morrill hall cornell university ithaca york u s tel email ewb cornell edu earlier jnj cornellum bitnet jnj cornellum cit cornell edu 
Ham,Train,lx science accept editor recent challenge resume s thread miss before subscribe whether linguistics consider science assume everyone means newtonian science rather quantum relativity science current during century n argue while much our work scientific much our work beyond traditional definition science categorize solely science our longterm professional detriment uniquely position aim higher academic over century various prestige word desire assert rigor scientific word today prestige word since early s replace philosophical term academic indicate ultimate rigor truth before seventhcentury rome boethius logical prestige word n m confident sole reason most linguist claim linguistics science those few whom s rigorous sufficient describe side our work perhap instead our discipline professional prestige advancement academe align politically science best strategic move n is reason perhap talk together loud rather remain professional assumption reason consider science label include our unique perversity cultivate process work mean physicist friend once tell physics deal dimension mean s everything else deal physics longer science greg derry personal communication newtonian physics long hold model hard science principle exclude d mean principle th century physics is linguist ready mean include systemic mean structure order scientific is linguistics least much art science anyone provide reason categorize linguistics science context remark is nt something inclusive aim toward where s our model social soft science actually linguistics best potential candidate meaningfull model science discipline watch us decade after train our methodology delicate balance act consciousness between form mean e historical work compare form even language cant stop must aware whether change semantic category etc discipline call systems approach beyond modern structuralism n complementarity principle physics form mean linguistics complementary polar opposite both necessary total system work properly ala our own theory another matter terminological shackle meaningless science place our discipline continue dead metaphor meaningless science our attempt meaningfull theory build n notice historically treat those urge us move our theory level our methodology level system describe world uncertainty mutual interdependency rather monocertain anything chaotic attractor pull event toward material manifestation n instead one thing directly cause another whorf one step transform einstein s relativity principle limit geometry focus larger focus human language general call linguistic relativity principle n physics century deal deep linguistic question unfortunately lose most linguist deeper merger language philosophy ignore universalist perspective latter half century n linguistics department close rest academe ruthlessly render own selfserve judgement linguistics become irrelevant pseudoscience late th century please understand against scientific mode linguistics uniquely appropriate study form however appropriate study mean obvious reason answer let part overwhelm whole our entire discipline become scientific accept challenge develop theory principle meaningfull science discipline admire st century start claim linguistic claim ultimate rigor search truth notes n assume social science treat whorf attempt tell definition science science change underneath certainty otherwise nt need discussion n dineen boethius logic become prestige study day medieval s most precise respect intellectual tool hold same position intellectual world science hold serious study today must s cientific logical n however one christian de quincy write recently m ost scientist recognize limit science nor want power society support science one power possession science away corporation politician stand science society n consciousness anthropologist call s hamanic stance balance foot both world eastern philosopher probably talk interpenetration yin yang within tao david bohm dialogue j krishnamurtus n include pre relativity quantum scientific vocabulary cause d etermine especially link monocausal determinism even try project dead metaphor onto system e g sapir whorf pike lamb n per current chao theory mathematics those mathematics linguistics theory n einstein larger language issue mind talk radio speech bring ultimate connection between language mental development individual form concept depend high degree upon language us realize extent same language means same mentality n much need interest area reason logic philosophy grow grammar language most aware instance word karma long before term eastern philosophy denote process around around emphasis around experiential phenomenon term within system sanskrit linguistics mean d irect object verb jame ryan sanskrit philosophy scholar personal communication presentation society anthropology consciousness wellarticulate philosophy animacy native american language moonhawk fool hill sun down eye head world spin round john lennon 
Ham,Train,typological method pace fritz newmeyer extensive discussion methodological issue raise remark independent assessment johanna nichol s book fritz refer incidentally first typological work devote substantial amount effort define delimit sort construction belong particular structural type example many dryer s papers e g dryer a b koptjevskaja tamm ch nominalization stassen ch comparative chain construction haspelmath ch indefinite pronoun generally discussion proper typological markedness criterion croft ch attempt provide general structural criterion large class crosslinguistic phenomenon example formulation structural consequence hopper thompson s transitivity hypothesis p application criterion syntactic category problem croft ch delimit classify phenomenon analyze simple descriptive task fact raise most interest issue typological analysis hardly ignore typological literature second respect basicness language type particular passage croft fritz refer pp argue typologist move classify language typologically classify construction typologically thing nevertheless suggest general criterion determine basic language type despite reservation identify basic language type great majority case define language type instead construction type terribly difficult matthew dryer p c observe inspection text generally tell quickly word order type language own experience study where compare syntax prenominal postnominal modifier quite frustrate difficult language where modifier freely occur both pre postnominally course identification basic type depend resource available quality grammatical description availability text language consultant etc phenomenon study e g word order head mark easier v relative order modifier syntax nonrestrictive modification harder most study insurmountable problem although alway problematic case third sample problem discuss length typologist beside bell s seminal article dryer c perkin croft rijkhoff et al issue too complex here length point issue fritz raise apply different sort sample different purpose mind question independent particular instance probability sample particular dryer perkin croft reference discussion problem note particular stability phenomenon study important factor less stable likely case historically independent question across rare type pertain variety sample particular rijkhoff et al study e g tomlin koptjevskaja tamm haspelmath draw large variety sample select stratify probability sample appropriate generalization dryer s sample technique attempt combine need variety probability sample single sample procedure add shift toward dynamic diachronic interpretation synchronic typological pattern examination cognate phenomenon relate language comparison nonbasic basic typological strategy become another important method analysis means extent problem basic v nonbasic type single language historical relatedness datum set avoid fact exploit modern typological analysis bill croft reference bell alan language sample universal human language vol method theory ed joseph h greenberg charle ferguson edith moravcsik stanford stanford university press croft william typology universal cambridge cambridge university press syntactic category grammatical relation cognitive organization information chicago university chicago press dryer matthew a plural word linguistic b article noun order cls c large linguistic area language sample study language greenbergian word order correlation language hopper paul sandra thompson transitivity grammar discourse language koptjevskaja tamm maria typology action nominal construction stockholm university stockholm perkin revere d statistical technique determine language sample size study languagea rijkhoff jan dik bakker kee hengveld peter kahrel method language sample study language stassen leon comparison universal grammar oxford basil blackwell tomlin russell basic word order functional principle london croom helm dept linguistic u manchester oxford rd manchester m pl uk w croft manchester ac uk fax phone 
Ham,Train,summary animal thank those write concern question whether ask species animal various language sorry moment cannot locate file name those need thank really grateful language far identify equivalent situation russian while german danish french dutch pretty sure although judgement somewhat rusty here polish english obviously add many russian linguist dxescription language note whatever language rather animal most recently eskimo russain dictionary interest hear example language ask species animal animal zoo bite someone s swell arm 
Ham,Train,re linguistic science reference excellent review linguistics notion science point one small inaccuracy end post quote beatle song fool hill while credit solely john lennon song actually write paul mccartney paul sing song one first rock video ever film magical mystery tour although lennon mccartney throughout beatle careerspan share songwriter credit stop active collaboration exception day life since trivia linguistics music beatle language influence million world over young boy grow indium fall love music help considerably both learn english language appreciate western culture those linguist interest acculturation list please contact email addr below study global influence prevalence fiction novel hollywoood movie tv cnn pop music account spread english language culture since study culture language hand hand linguistics necessarily multidisciplinary field include sociological historical psychological approach coin phrase sum apology albert einstein cultural study ignore language lame linguistics ignore culture blind hemant desaus univ nebraska lincoln email hdesaus unl edu 
Ham,Train,prototypical vso lg need example consistent vso language typology chapter introductory textbook linguistics anyone list name language possible provide concrete word order datum consitent vso language mean one exhibit follow feature predicate verb generally occur sentenceinitially e g kill mary bear went john school attributive adjective follow head noun e g girl beautiful child small numeral follow head noun e g child ren three girl s ten genitive attribute follow head noun e g car john s house father s language prepositional e g house table perhap mistake assume prototypical vso language show above mention feature thank advance enlighten kazuto matsumura kmatsum tanseus cc utokyo ac jp ilcaa tokyo university foreign study nishigahara kita ku tokyo japan tel fax 
Ham,Train,summary word dear netter post several query few month ago ten member linguist list answer email must show great thanks especially prof welchsler prof jewett prof edward send example iow london lund corpus prof patriki prof spackman prof macraki prof alvarez caccamo prof harri prof huettner dr georgium green introduce two type convention indirect speech act j l morgan contain volume syntax semantic vol pragmatic edit peter cole york academic press follow own summary summary propose hearer s implicature implication interpretation process prof alvarez caccamo s suggestion constrain word iow english distinguish between speaker s intend implicature hearer s interpret implicature thus speaker intention implicate x hearer b fail recognize implus cature else interpret even b correctly interpret s intention b s interpretation depend largely upon context background assumption iow case dictionary edit ball call usage inferential function though term rather informally dictionary follow terminology sake convenience inferential iow frequently occur between two s dialogue m afraid nt much help b word nt want bother although interpretation process close call conventional e process spontaneously without inferential process hearer s mind b guess s real intent directly infer s utterance indirect ly s implicature order b necessitate iow b exploit background assumption encyclopedic knowledge implicate busy nt feel ease b let implicature explain c sequential flow consciousness inferential process jc jb emerge iow visible index hearer s implicatureinterpretation process speaker hearer s background assumption vary between common sense knowledge valid between speaker hearer love schubert s late piano sonata b word nt beethoven sonata iow b derive restrict set background assumption b already admire beethoven sonata b assume admirer beethoven contrary b s assumption declare admiration schubert b feel criticism s word b s background assumption become old information conflate s information enable iow create b non conventional rather complicate iow follow m kill b word d move car example b s car stand s car infuriate b situation above utter harsh word kill s real intent case implicature implication m kill nt move car simply move car label c again b begin iow paraphrase c b s own word again order b iow h must infer assume implicate c background assumption mitigate b s process effort b process too much effort cannot interpret s word b s job here process flow dialogue jc jb b s failure process infer flow dialogue sometime occur m afraid nt much help b word need help context where really need help s nt bother s cant help b s hand full parcel visibly need help s s cant help b possibility b need help however insult comment b actually imply cant help capable person one need help another completely mislead example inference follow sorry cant help m busy b word re busy unacceptability b s word m busy where already speak own implicature c mere repetition cannot allow iow s case something extra imply b s response type ok sorry cant help b word cant really cant summary utterance word b inferential process hearer s interpretive process jc word c jb iow campare s o etc follow result above contributor reaction means judge sentence acceptable unacceptable j wallet word nt spend money b s teacher word must respect j play french horn anyway horn funny noise word s treacherous instrument nt s something hard control why too much spit b m glad ve term s difficult treacherous player course s another story j tom eat condemn meat word feel ill j bill insult mary word leave contrast resultative s o s two s o s sequential case iow one ok interpret bill s insult mary alway lead leave here iow permit iow nt ok eat condemn meat alway equal feel ill case iow situation redundant meaningless uninformative j insurance man visit girl bring policy application signature talk husband girl m expect robert home soon insurance salesman oh why is trouble g s set business own is oh g s idea is ye why g small business bust over place is million dole right safe secure work someone else word s s nothing else lose anyway g is ye case j m afraid nt much help b case word shall ask someone else j refreshments word sand witch coffee beer fruit juice chocolate ball explain openend iow close end further comment analyisis iow above please nt hesitate email thank much help sincerely hiroakus tanaka associate professor tokushima university japan email gca niftyserve jp 
